16634,4,689.0,1.0,150,4.0,37,4.0,3.35,2.0,2,3.5,18.5,4.0,88,4.0,0,1,11.1,4.0,4,2.0,0,0
16634,4,2738.0,2.0,1200,2.0,248,2.0,4.1,1.0,9,1.0,27.56,2.0,183,2.0,0,1,13.4,2.0,5,1.0,0,1
16634,4,71438.0,3.0,2738,1.0,706,1.0,3.12,4.0,7,2.0,100.86,1.0,2222,1.0,0,1,35.0,1.0,3,3.0,0,0
16634,4,82426.0,4.0,191,3.0,50,3.0,3.3,3.0,2,3.5,25.0,3.0,143,3.0,0,1,12.3,3.0,0,4.0,0,0
18783,29,189.0,1.0,198,24.0,61,23.0,2.92,21.0,1,22.5,61.0,13.0,198,14.0,0,1,19.8,15.0,2,12.0,0,0
18783,29,218.0,2.0,566,8.0,117,12.0,4.43,1.0,2,12.5,58.5,15.0,182,16.0,0,1,30.2,8.0,5,6.5,1,0
18783,29,340.0,3.0,448,11.0,120,10.0,3.35,10.0,1,22.5,120.0,3.5,448,3.0,0,1,25.2,13.0,1,20.0,1,0
18783,29,407.0,4.0,200,23.0,53,24.5,3.06,18.0,1,22.5,53.0,16.0,200,13.0,0,1,14.6,20.5,2,12.0,0,0
18783,29,449.0,5.0,58,28.5,25,28.0,2.0,29.0,1,22.5,25.0,23.0,58,25.5,0,1,3.3,29.0,1,20.0,0,0
18783,29,682.0,6.0,222,21.0,53,24.5,3.43,8.0,3,8.0,17.67,27.0,53,28.0,0,1,5.1,28.0,3,8.0,0,0
18783,29,701.0,7.0,352,15.0,85,16.0,3.51,7.0,2,12.5,42.5,20.0,83,24.0,0,1,12.8,23.0,1,20.0,0,0
18783,29,815.0,8.0,219,22.0,71,19.0,2.77,23.0,2,12.5,35.5,21.0,178,17.0,0,1,14.6,20.5,0,27.0,0,0
18783,29,922.0,9.0,386,13.0,119,11.0,2.82,22.0,1,22.5,119.0,5.0,386,5.0,0,1,26.8,11.0,2,12.0,0,0
18783,29,955.0,10.0,254,18.0,63,21.0,3.29,13.0,4,6.0,15.75,29.0,97,23.0,0,1,8.9,25.5,1,20.0,0,0
18783,29,1118.0,11.0,479,10.0,150,9.0,3.09,15.0,1,22.5,150.0,2.0,479,2.0,0,1,39.4,6.0,0,27.0,1,0
18783,29,1242.0,12.0,192,25.5,46,26.0,3.63,6.0,1,22.5,46.0,18.0,192,15.0,0,1,12.6,24.0,0,27.0,0,0
18783,29,1736.0,13.0,970,5.0,278,5.0,2.98,20.0,6,4.5,46.33,17.0,364,7.0,0,1,30.8,7.0,18,3.0,0,0
18783,29,3819.0,14.0,2025,2.0,511,3.0,3.33,11.0,12,3.0,42.58,19.0,125,20.0,0,1,13.4,22.0,19,2.0,0,0
18783,29,5221.0,15.0,739,7.0,240,6.0,2.68,24.0,2,12.5,120.0,3.5,223,12.0,0,1,40.7,5.0,1,20.0,0,0
18783,29,7365.0,16.0,1928,3.0,441,4.0,3.66,5.0,19,1.5,23.21,25.0,55,27.0,0,1,121.1,1.0,2,12.0,1,0
18783,29,10106.0,17.0,368,14.0,82,17.0,4.15,2.0,1,22.5,82.0,10.0,368,6.0,0,1,27.6,10.0,5,6.5,1,0
18783,29,24394.0,18.0,171,27.0,62,22.0,2.5,27.0,1,22.5,62.0,12.0,171,19.0,0,1,17.0,18.0,1,20.0,0,0
18783,29,24560.0,19.0,1823,4.0,513,2.0,3.08,16.0,6,4.5,85.5,9.0,353,8.0,0,1,94.2,2.0,8,4.0,0,0
18783,29,51038.0,20.0,393,12.0,105,13.0,3.2,14.0,1,22.5,105.0,6.0,393,4.0,0,1,24.0,14.0,1,20.0,0,0
18783,29,63653.0,21.0,192,25.5,42,27.0,3.9,3.0,2,12.5,21.0,26.0,104,21.0,0,1,8.9,25.5,2,12.0,0,0
18783,29,65251.0,22.0,58,28.5,17,29.0,3.06,17.0,1,22.5,17.0,28.0,58,25.5,0,1,6.0,27.0,1,20.0,0,0
18783,29,67617.0,23.0,322,16.0,90,15.0,3.38,9.0,1,22.5,90.0,8.0,322,10.0,0,1,28.8,9.0,0,27.0,1,0
