337,12,1539.0,1.0,911,5.0,210,5.0,3.84,3.0,4,5.5,52.5,3.0,117,9.0,0,1,50.1,3.0,28,2.0,1,0
337,12,3572.0,2.0,1199,2.0,308,2.0,3.26,9.0,5,4.0,61.6,2.0,323,2.0,0,1,16.5,6.0,6,4.0,0,0
337,12,9846.0,3.0,380,8.0,93,8.0,3.4,6.0,4,5.5,23.25,12.0,79,10.0,0,1,13.6,9.0,1,11.0,0,0
337,12,17941.0,4.0,1098,3.0,293,3.0,3.17,10.0,6,3.0,48.83,4.0,360,1.0,0,1,66.9,1.0,4,7.5,0,0
337,12,37753.0,5.0,135,12.0,36,12.0,3.56,5.0,1,12.0,36.0,9.5,135,6.0,0,1,16.2,7.0,5,6.0,1,0
337,12,42308.0,6.0,468,7.0,122,7.0,3.39,7.0,3,7.5,40.67,7.0,77,11.0,0,1,27.5,5.0,31,1.0,1,1
337,12,52095.0,7.0,370,9.0,77,10.0,4.31,1.0,2,10.0,38.5,8.0,119,8.0,0,1,12.1,11.0,4,7.5,1,0
337,12,53409.0,8.0,1086,4.0,252,4.0,3.65,4.0,7,2.0,36.0,9.5,147,5.0,0,1,11.6,12.0,6,4.0,0,0
337,12,58022.0,9.0,500,6.0,136,6.0,3.16,11.0,3,7.5,45.33,5.0,63,12.0,0,1,29.8,4.0,6,4.0,0,0
337,12,64577.0,10.0,3776,1.0,1367,1.0,2.47,12.0,10,1.0,136.7,1.0,171,4.0,0,1,56.3,2.0,3,9.0,1,0
337,12,67274.0,11.0,273,11.0,60,11.0,4.1,2.0,2,10.0,30.0,11.0,129,7.0,0,1,15.4,8.0,1,11.0,1,0
337,12,85795.0,12.0,346,10.0,89,9.0,3.38,8.0,2,10.0,44.5,6.0,242,3.0,0,1,13.1,10.0,1,11.0,0,0
